case_id,controller,time_s,position_error_m
Scene03,RA-GCA-CGHTE,28.4,0.0009527254387686263
Scene03,RA-GCA-CGHTE,28.5,0.0009662649272876259
Scene03,RA-GCA-CGHTE,28.6,0.0009797414202924587
Scene03,RA-GCA-CGHTE,28.7,0.0009931379151988272
Scene03,RA-GCA-CGHTE,28.8,0.001006437333533714
Scene03,RA-GCA-CGHTE,28.9,0.00101962265479164
Scene03,RA-GCA-CGHTE,29.0,0.00103267738982447
Scene03,RA-GCA-CGHTE,29.1,0.0010455861120000915
Scene03,RA-GCA-CGHTE,29.2,0.0010583347932833647
Scene03,RA-GCA-CGHTE,29.3,0.001070910886984261
Scene03,RA-GCA-CGHTE,29.4,0.0010833100814147077
Scene03,RA-GCA-CGHTE,29.5,0.0010955698508930526
Scene03,RA-GCA-CGHTE,29.6,0.0011076981385897333
Scene03,RA-GCA-CGHTE,29.7,0.0011196955445433694
Scene03,RA-GCA-CGHTE,29.8,0.0011315620481250923
Scene03,RA-GCA-CGHTE,29.9,0.0011432971326982657
Scene03,RA-GCA-CGHTE,30.0,0.0011548991700603747
Scene03,RA-GCA-CGHTE,30.1,0.0011663654000006755
Scene03,RA-GCA-CGHTE,30.2,0.0011776920456088274
Scene03,RA-GCA-CGHTE,30.3,0.0011888745034524994
Scene03,RA-GCA-CGHTE,30.4,0.001199907446665416
Scene03,RA-GCA-CGHTE,30.5,0.0012107850209565113
Scene03,RA-GCA-CGHTE,30.6,0.0012215011096919236
Scene03,RA-GCA-CGHTE,30.7,0.001232049406414884
Scene03,RA-GCA-CGHTE,30.8,0.0012424237753015908
Scene03,RA-GCA-CGHTE,30.9,0.0012526179497714504
Scene03,RA-GCA-CGHTE,31.0,0.0012626259623160219
Scene03,RA-GCA-CGHTE,31.1,0.001272441937373002
Scene03,RA-GCA-CGHTE,31.2,0.0012820602087339507
Scene03,RA-GCA-CGHTE,31.3,0.0012914752806850913
Scene03,RA-GCA-CGHTE,31.4,0.0013006816857462449
Scene03,RA-GCA-CGHTE,31.5,0.0013096741903875155
Scene03,RA-GCA-CGHTE,31.6,0.0013184474075496587
Scene03,RA-GCA-CGHTE,31.7,0.0013269959979138922
Scene03,RA-GCA-CGHTE,31.8,0.0013353146008111933
Scene03,RA-GCA-CGHTE,31.9,0.001343397746160925
Scene03,RA-GCA-CGHTE,32.0,0.0013512398195259028
Scene03,RA-GCA-CGHTE,32.1,0.0013588351869914328
Scene03,RA-GCA-CGHTE,32.2,0.0013661780370189587
Scene03,RA-GCA-CGHTE,32.3,0.0013732624191654852
Scene03,RA-GCA-CGHTE,32.4,0.0013800823086518085
Scene03,RA-GCA-CGHTE,32.5,0.0013866315582173158
Scene03,RA-GCA-CGHTE,32.6,0.0013929039894585726
Scene03,RA-GCA-CGHTE,32.7,0.0013988933578262521
Scene03,RA-GCA-CGHTE,32.8,0.0014045934425303056
Scene03,RA-GCA-CGHTE,32.9,0.0014099980130935698
Scene03,RA-GCA-CGHTE,33.0,0.001415101034765507
Scene03,RA-GCA-CGHTE,33.1,0.0014198966685830578
Scene03,RA-GCA-CGHTE,33.2,0.0014243795347516428
Scene03,RA-GCA-CGHTE,33.3,0.0014285449120878834
Scene03,RA-GCA-CGHTE,33.4,0.0014323890017581655
Scene03,RA-GCA-CGHTE,33.5,0.0014359096832942254
Scene03,RA-GCA-CGHTE,33.6,0.0014391070659879044
Scene03,RA-GCA-CGHTE,33.7,0.0014420931969288298
Scene03,RA-GCA-CGHTE,33.8,0.001445728880345033
Scene03,RA-GCA-CGHTE,33.9,0.0014488621586883845
Scene03,RA-GCA-CGHTE,34.0,0.0014515724180618745
Scene03,RA-GCA-CGHTE,34.1,0.0014539453128582206
Scene03,RA-GCA-CGHTE,34.2,0.0014562113979180245
Scene03,RA-GCA-CGHTE,34.300000000000004,0.001458408859447886
Scene03,RA-GCA-CGHTE,34.4,0.0014605752584322161
Scene03,RA-GCA-CGHTE,34.5,0.0014628287663350059
Scene03,RA-GCA-CGHTE,34.6,0.0014647825487935917
Scene03,RA-GCA-CGHTE,34.7,0.0014663669103728825
Scene03,RA-GCA-CGHTE,34.800000000000004,0.001467532642567536
Scene03,RA-GCA-CGHTE,34.9,0.0014683160301004001
Scene03,RA-GCA-CGHTE,35.0,0.0014689137011154791
Scene03,RA-GCA-CGHTE,35.1,0.0014692847964808613
Scene03,RA-GCA-CGHTE,35.2,0.0014694800939775608
Scene03,RA-GCA-CGHTE,35.300000000000004,0.0014693250558159747
Scene03,RA-GCA-CGHTE,35.4,0.001468804167748524
Scene03,RA-GCA-CGHTE,35.5,0.0014679282229655276
Scene03,RA-GCA-CGHTE,35.6,0.001466762517583429
Scene03,RA-GCA-CGHTE,35.7,0.0014654168281731733
Scene03,RA-GCA-CGHTE,35.800000000000004,0.0014643383876233066
Scene03,RA-GCA-CGHTE,35.9,0.0014632372608738096
Scene03,RA-GCA-CGHTE,36.0,0.0014620972074738138
Scene03,RA-GCA-CGHTE,36.1,0.0014606662275494118
Scene03,RA-GCA-CGHTE,36.2,0.001458876781450189
Scene03,RA-GCA-CGHTE,36.3,0.0014565026259530675
Scene03,RA-GCA-CGHTE,36.4,0.00145419717047238
Scene03,RA-GCA-CGHTE,36.5,0.0014520102974633028
Scene03,RA-GCA-CGHTE,36.6,0.001449424566762979
Scene03,RA-GCA-CGHTE,36.7,0.0014464335710647463
Scene03,RA-GCA-CGHTE,36.8,0.0014430362435814785
Scene03,RA-GCA-CGHTE,36.9,0.001439239845874224
Scene03,RA-GCA-CGHTE,37.0,0.0014350605483234328
Scene03,RA-GCA-CGHTE,37.1,0.0014305223802540796
Scene03,RA-GCA-CGHTE,37.2,0.0014256551422613592
Scene03,RA-GCA-CGHTE,37.3,0.0014204919812148664
Scene03,RA-GCA-CGHTE,37.4,0.0014150668933821237
Scene03,RA-GCA-CGHTE,37.5,0.0014094125181975008
Scene03,RA-GCA-CGHTE,37.6,0.0014035584631572563
Scene03,RA-GCA-CGHTE,37.7,0.0013975299768666572
Scene03,RA-GCA-CGHTE,37.8,0.0013913473247959573
Scene03,RA-GCA-CGHTE,37.9,0.0013850255522227378
Scene03,RA-GCA-CGHTE,38.0,0.0013785747381193881
Scene03,RA-GCA-CGHTE,38.1,0.0013720004477865571
Scene03,RA-GCA-CGHTE,38.2,0.0013653043616939336
Scene03,RA-GCA-CGHTE,38.3,0.0013584852487611926
Scene03,RA-GCA-CGHTE,38.4,0.0013515395201082118
Scene03,RA-GCA-CGHTE,38.5,0.001344462144316648
Scene03,RA-GCA-CGHTE,38.6,0.001337247303716242
Scene03,RA-GCA-CGHTE,38.7,0.0013298888490649243
Scene03,RA-GCA-CGHTE,38.8,0.0013223806818895162
Scene03,RA-GCA-CGHTE,38.9,0.0013147170832041252
Scene03,RA-GCA-CGHTE,39.0,0.0013068929634575627
Scene03,RA-GCA-CGHTE,39.1,0.0012989037438490881
Scene03,RA-GCA-CGHTE,39.2,0.001290745525124934
Scene03,RA-GCA-CGHTE,39.3,0.0012824148870094298
Scene03,RA-GCA-CGHTE,39.4,0.0012739089096208522
Scene03,RA-GCA-CGHTE,39.5,0.001265225074574683
Scene03,RA-GCA-CGHTE,39.6,0.0012563611346130283
Scene03,RA-GCA-CGHTE,39.7,0.001247315064987879
Scene03,RA-GCA-CGHTE,39.8,0.0012380849764436817
Scene03,RA-GCA-CGHTE,39.9,0.0012286690424510804
Scene03,RA-GCA-CGHTE,40.0,0.0012190654874577943
Scene03,RA-GCA-CGHTE,40.1,0.0012092726716409746
Scene03,RA-GCA-CGHTE,40.2,0.0011992888598308974
Scene03,RA-GCA-CGHTE,40.3,0.001189112388826189
Scene03,RA-GCA-CGHTE,40.4,0.001178741788386137
Scene03,RA-GCA-CGHTE,40.5,0.0011681754543857543
Scene03,RA-GCA-CGHTE,40.6,0.0011574119910402144
Scene03,RA-GCA-CGHTE,40.7,0.0011464501715117252
Scene03,RA-GCA-CGHTE,40.8,0.0011352628446849454
Scene03,RA-GCA-CGHTE,40.9,0.0011238315870726319
Scene03,RA-GCA-CGHTE,41.0,0.0011121647599059204
Scene03,RA-GCA-CGHTE,41.1,0.0011002723509152261
Scene03,RA-GCA-CGHTE,41.2,0.0010881658041786634
Scene03,RA-GCA-CGHTE,41.3,0.0010758578847886353
Scene03,RA-GCA-CGHTE,41.4,0.0010633623860683142
Scene03,RA-GCA-CGHTE,41.5,0.0010506934191141927
Scene03,RA-GCA-CGHTE,41.6,0.0010378651587936646
Scene03,RA-GCA-CGHTE,41.7,0.0010248912952797516
Scene03,RA-GCA-CGHTE,41.8,0.0010117708519975421
Scene03,RA-GCA-CGHTE,41.9,0.000998462969865593
Scene03,RA-GCA-CGHTE,42.0,0.0009849610867896158
Scene03,RA-GCA-CGHTE,42.1,0.0009712616879235006
Scene03,RA-GCA-CGHTE,42.2,0.0009573614774321928
Scene03,RA-GCA-CGHTE,42.3,0.0009432581472482263
Scene03,RA-GCA-CGHTE,42.4,0.0009289503545247218
Scene03,RA-GCA-CGHTE,42.5,0.0009144381180008691
Scene03,RA-GCA-CGHTE,42.6,0.0008997226522281045
Scene03,RA-GCA-CGHTE,42.7,0.000884806273349415
Scene03,RA-GCA-CGHTE,42.8,0.0008696922678597195
Scene03,RA-GCA-CGHTE,42.9,0.0008543847309179305
Scene03,RA-GCA-CGHTE,43.0,0.0008388883012216446
Scene03,RA-GCA-CGHTE,43.1,0.0008232081242590779
Scene03,RA-GCA-CGHTE,43.2,0.0008073497987965412
Scene03,RA-GCA-CGHTE,43.3,0.0007913191691253091
Scene03,RA-GCA-CGHTE,43.4,0.000775122516596222
Scene03,RA-GCA-CGHTE,43.5,0.000758766239560501
Scene03,RA-GCA-CGHTE,43.6,0.0007422573413515911
Scene03,RA-GCA-CGHTE,43.7,0.000725603253167802
Scene03,RA-GCA-CGHTE,43.8,0.0007088121251872675
Scene03,RA-GCA-CGHTE,43.9,0.0006918926722515499
Scene03,RA-GCA-CGHTE,44.0,0.0006748548530246868
Scene03,RA-GCA-CGHTE,44.1,0.0006577095401194003
Scene03,RA-GCA-CGHTE,44.2,0.0006404689208496572
Scene03,RA-GCA-CGHTE,44.3,0.0006231467651794308
Scene03,RA-GCA-CGHTE,44.4,0.0006057584470040931
Scene03,RA-GCA-CGHTE,44.5,0.0005883216555976335
Scene03,RA-GCA-CGHTE,44.6,0.0005708558741721753
Scene03,RA-GCA-CGHTE,44.7,0.0005533834951429314
Scene03,RA-GCA-CGHTE,44.8,0.0005359297295310022
Scene03,RA-GCA-CGHTE,44.9,0.0005185230887519121
Scene03,RA-GCA-CGHTE,45.0,0.0005011960480980533
Scene03,RA-GCA-CGHTE,45.1,0.000483985278074379
Scene03,RA-GCA-CGHTE,45.2,0.00046693235576256425
Scene03,RA-GCA-CGHTE,45.3,0.00045008449033411804
Scene03,RA-GCA-CGHTE,45.4,0.0004334952340118351
Scene03,RA-GCA-CGHTE,45.5,0.00041722508355363083
Scene03,RA-GCA-CGHTE,45.6,0.00040134224216384215
Scene03,RA-GCA-CGHTE,45.7,0.0003859236665622051
Scene03,RA-GCA-CGHTE,45.8,0.00037105478143795
Scene03,RA-GCA-CGHTE,45.9,0.0003568305826865214
Scene03,RA-GCA-CGHTE,46.0,0.00034335523590495827
Scene03,RA-GCA-CGHTE,46.1,0.0003307363415615574
